date,entity_id,primary_metric,secondary_metric,revenue_or_value,quality_score,risk_score
2026-01-29,EXP004,50.9,38.4,23979,69.2,17.6
2026-01-29,EXP005,74.6,67.1,81412,84.2,83.5
2026-01-29,EXP006,64.7,63.7,172119,75.1,60.6
2026-01-29,EXP007,61.6,53.5,105328,97.3,24.9
2026-01-29,EXP008,45.3,36.5,168781,66.6,86.1
2026-01-29,EXP009,45.2,53.8,78793,86.5,70.8
2026-01-29,EXP010,73.7,26.7,114077,80.2,78.2
2026-01-29,EXP011,45.7,47.1,48243,64.9,69.9
2026-01-29,EXP012,77.5,27.1,46554,93.8,72.8
2026-01-29,EXP013,56.2,37.8,129072,82.5,72.6
2026-01-29,EXP014,81.1,61.4,73248,76.3,37.8
2026-01-29,EXP015,85.9,24.8,84769,71.6,9.8
2026-01-29,EXP016,59.6,31.9,140238,65.6,55.7
2026-01-29,EXP017,43.7,27.6,53459,67.1,77.9
2026-01-29,EXP018,46.5,68.0,172980,95.9,32.2
2026-01-29,EXP019,49.9,38.1,141354,81.4,79.7
2026-01-29,EXP020,41.5,57.3,20239,65.6,41.2
2026-01-29,EXP021,81.1,28.8,137149,89.6,87.2
2026-01-29,EXP022,63.3,70.0,172087,72.2,44.1
2026-01-29,EXP023,66.0,34.3,99534,92.8,88.7
2026-01-29,EXP024,61.7,75.4,158479,97.0,92.5
2026-01-29,EXP025,57.0,47.2,121045,69.2,14.8
2026-01-29,EXP026,57.6,47.8,23956,90.3,74.6
2026-01-29,EXP027,69.2,60.9,27538,96.0,37.7
2026-01-29,EXP028,64.8,67.0,20831,97.6,84.1
2026-01-29,EXP029,73.6,34.7,43367,69.2,23.0
2026-01-29,EXP030,43.3,47.3,141519,63.6,12.3
2026-01-29,EXP031,44.6,68.7,76492,80.2,24.6
2026-01-29,EXP032,40.5,62.1,126423,75.4,27.6
2026-01-30,EXP001,67.9,67.4,43587,74.4,38.7
2026-01-30,EXP002,86.2,42.3,71789,79.4,30.5
2026-01-30,EXP003,63.7,40.4,33094,66.0,47.7
2026-01-30,EXP004,49.3,64.9,44344,80.0,48.5
2026-01-30,EXP005,78.2,65.9,94818,70.6,59.8
2026-01-30,EXP006,41.4,35.6,42577,82.7,84.0
2026-01-30,EXP007,61.0,75.8,122743,78.1,78.7
2026-01-30,EXP008,94.0,80.6,102820,69.1,56.7
2026-01-30,EXP009,78.0,58.7,154485,82.2,44.1
2026-01-30,EXP010,94.0,31.7,14897,87.2,22.0
2026-01-30,EXP011,41.6,76.4,24016,89.3,23.8
2026-01-30,EXP012,88.4,35.9,80418,69.1,36.4
2026-01-30,EXP013,44.2,21.7,54016,96.1,85.8
2026-01-30,EXP014,66.1,26.0,97451,81.2,50.9
2026-01-30,EXP015,80.3,55.3,26652,90.6,76.7
2026-01-30,EXP016,80.1,27.0,142922,80.2,12.2
2026-01-30,EXP017,48.4,76.2,50376,65.9,58.2
2026-01-30,EXP018,61.6,45.6,160915,98.1,9.8
2026-01-30,EXP019,46.2,63.5,168142,78.7,91.5
2026-01-30,EXP020,55.2,38.4,153253,68.0,55.9
2026-01-30,EXP021,61.3,48.1,61180,90.0,73.8
2026-01-30,EXP022,46.7,44.9,170229,78.4,72.4
2026-01-30,EXP023,65.6,45.8,155307,95.5,70.1
2026-01-30,EXP024,67.5,28.8,106675,66.7,37.5
2026-01-30,EXP025,66.8,69.4,151620,88.3,37.9
2026-01-30,EXP026,69.7,34.2,25188,87.6,93.8
2026-01-30,EXP027,61.6,75.3,149323,95.5,91.6
2026-01-30,EXP028,49.8,56.4,156859,87.2,42.7
2026-01-30,EXP029,95.2,77.9,35129,88.5,31.7
2026-01-30,EXP030,91.2,26.2,167759,91.3,84.9
2026-01-30,EXP031,81.8,68.7,111209,87.2,14.9
2026-01-30,EXP032,77.4,66.9,127241,96.7,85.2
2026-01-31,EXP001,70.9,51.3,69420,96.0,17.9
2026-01-31,EXP002,90.1,22.2,101003,91.3,22.1
2026-01-31,EXP003,62.3,23.1,124423,84.7,78.0
2026-01-31,EXP004,78.2,41.7,4248,77.7,80.8
2026-01-31,EXP005,62.8,40.5,37622,84.1,45.5
2026-01-31,EXP006,62.5,29.2,148239,65.7,56.5
2026-01-31,EXP007,94.7,29.2,170979,76.6,14.4
2026-01-31,EXP008,65.8,35.0,7841,79.6,42.8
2026-01-31,EXP009,79.2,70.7,14762,95.6,91.0
2026-01-31,EXP010,46.2,48.4,46734,90.8,61.0
2026-01-31,EXP011,94.7,78.9,132340,83.0,90.6
2026-01-31,EXP012,86.6,22.2,90530,70.3,47.6
2026-01-31,EXP013,77.9,61.1,42303,87.2,68.9
2026-01-31,EXP014,95.3,57.1,137530,69.1,52.8
2026-01-31,EXP015,82.1,71.2,136892,83.3,94.0
2026-01-31,EXP016,91.5,51.3,144924,72.2,58.7
2026-01-31,EXP017,89.1,48.5,53182,81.2,50.2
2026-01-31,EXP018,87.0,80.4,44724,88.5,42.1
2026-01-31,EXP019,52.9,62.7,33456,88.3,61.3
2026-01-31,EXP020,67.4,27.9,164756,76.3,60.8
2026-01-31,EXP021,86.0,27.7,147483,87.7,62.5
2026-01-31,EXP022,95.1,34.1,172793,79.2,28.7
2026-01-31,EXP023,64.1,21.3,104442,84.6,24.7
2026-01-31,EXP024,54.0,30.3,167265,89.0,34.2
2026-01-31,EXP025,90.4,36.6,149758,86.2,68.1
2026-01-31,EXP026,66.5,23.7,135882,71.5,28.1
2026-01-31,EXP027,47.3,28.1,152708,69.2,27.9
2026-01-31,EXP028,72.1,20.5,74466,83.5,91.0
2026-01-31,EXP029,61.0,76.4,20347,65.8,52.8
2026-01-31,EXP030,66.1,66.1,53853,70.0,34.4
2026-01-31,EXP031,52.6,30.3,28320,68.0,55.3
2026-01-31,EXP032,64.6,63.4,140580,80.1,88.5
2026-02-01,EXP001,82.6,30.9,138322,97.6,91.9
2026-02-01,EXP002,77.1,77.6,128008,91.1,15.4
2026-02-01,EXP003,76.0,60.8,28284,79.4,51.1
2026-02-01,EXP004,73.1,75.5,131376,72.5,31.8
2026-02-01,EXP005,94.6,73.4,170576,87.9,23.8
2026-02-01,EXP006,93.3,53.2,14687,63.9,61.0
2026-02-01,EXP007,88.7,56.1,165232,76.9,58.1
2026-02-01,EXP008,50.7,60.9,7674,78.9,19.0
2026-02-01,EXP009,95.9,20.9,134508,92.6,17.3
2026-02-01,EXP010,75.5,71.2,77847,83.8,51.7
2026-02-01,EXP011,63.7,34.7,115551,68.0,8.7
2026-02-01,EXP012,66.6,71.9,58983,91.4,55.0
2026-02-01,EXP013,40.2,77.1,30609,81.1,72.3
2026-02-01,EXP014,89.5,20.1,63437,74.5,41.7
2026-02-01,EXP015,87.7,47.4,141928,64.5,13.9
2026-02-01,EXP016,50.2,78.3,35308,73.5,77.6
2026-02-01,EXP017,46.7,27.8,7014,87.8,40.3
2026-02-01,EXP018,58.8,73.9,134463,65.7,78.6
2026-02-01,EXP019,44.5,69.3,37796,91.5,39.7
2026-02-01,EXP020,82.3,67.1,159300,91.6,46.4
2026-02-01,EXP021,57.6,44.8,116915,63.7,53.3
2026-02-01,EXP022,92.0,46.9,69352,89.5,9.6
2026-02-01,EXP023,51.1,23.9,112464,73.4,28.9
2026-02-01,EXP024,74.9,28.1,16196,85.0,55.1
2026-02-01,EXP025,45.7,68.2,158695,88.4,68.0
2026-02-01,EXP026,62.5,49.6,90338,69.6,16.8
2026-02-01,EXP027,95.8,76.2,138605,73.1,91.1
2026-02-01,EXP028,41.0,57.1,22309,80.8,14.1
2026-02-01,EXP029,95.8,23.6,131900,90.4,89.2
2026-02-01,EXP030,45.1,48.7,77044,92.2,66.7
2026-02-01,EXP031,86.9,50.9,21091,76.0,55.6
2026-02-01,EXP032,48.0,75.8,170521,80.9,25.3
2026-02-02,EXP001,93.1,45.5,153480,85.3,80.9
2026-02-02,EXP002,90.8,41.0,25801,84.8,92.2
2026-02-02,EXP003,79.7,69.3,100655,74.4,28.9
2026-02-02,EXP004,78.7,49.3,147344,75.3,8.2
2026-02-02,EXP005,51.8,81.6,107638,62.1,54.2
2026-02-02,EXP006,75.6,24.3,155283,85.4,79.2
2026-02-02,EXP007,68.1,47.6,88357,66.3,93.2
2026-02-02,EXP008,94.2,49.0,109785,94.7,84.7
2026-02-02,EXP009,57.2,62.4,38711,65.3,70.9
2026-02-02,EXP010,93.6,79.8,141579,73.2,29.1
2026-02-02,EXP011,88.4,60.6,173340,78.7,55.3
2026-02-02,EXP012,48.2,77.6,68001,71.9,67.6
2026-02-02,EXP013,45.8,42.1,88220,64.6,8.4
2026-02-02,EXP014,86.0,29.7,126706,81.1,44.3
2026-02-02,EXP015,52.1,48.8,95651,70.6,91.2
2026-02-02,EXP016,64.0,28.1,19772,70.3,32.9
2026-02-02,EXP017,48.3,40.4,32911,68.2,69.7
2026-02-02,EXP018,44.0,68.2,125868,98.2,32.4
2026-02-02,EXP019,80.6,36.6,159618,63.1,56.9
2026-02-02,EXP020,45.6,35.6,81766,78.8,20.6
2026-02-02,EXP021,82.3,73.0,82735,89.7,36.5
2026-02-02,EXP022,65.4,62.3,44459,92.1,11.2
2026-02-02,EXP023,59.1,52.1,66156,78.1,74.1
2026-02-02,EXP024,83.5,72.5,79047,96.5,25.6
2026-02-02,EXP025,68.9,71.7,137776,72.0,11.9
2026-02-02,EXP026,62.5,68.9,134338,86.8,33.8
2026-02-02,EXP027,53.2,79.1,145684,64.1,32.3
2026-02-02,EXP028,58.8,71.3,2776,92.9,87.7
2026-02-02,EXP029,52.0,25.9,115678,64.7,91.5
2026-02-02,EXP030,53.8,42.4,30157,88.8,72.0
2026-02-02,EXP031,49.3,70.1,90640,75.0,56.1
2026-02-02,EXP032,57.2,75.0,18176,71.5,51.0
2026-02-03,EXP001,58.4,77.4,20791,73.1,32.5
2026-02-03,EXP002,81.1,71.1,92260,74.0,40.0
2026-02-03,EXP003,77.4,70.1,29068,87.7,53.1
2026-02-03,EXP004,81.5,56.3,133698,97.4,48.4
2026-02-03,EXP005,72.6,64.4,28371,77.6,15.1
2026-02-03,EXP006,95.4,77.1,165972,69.6,78.2
2026-02-03,EXP007,44.7,78.4,164062,71.6,90.4
2026-02-03,EXP008,85.1,54.0,32066,90.5,34.6
2026-02-03,EXP009,54.0,73.8,34469,68.7,81.9
2026-02-03,EXP010,58.4,39.4,89952,80.3,35.2
2026-02-03,EXP011,85.5,37.6,96754,87.5,14.6
2026-02-03,EXP012,76.4,49.6,126737,81.0,68.8
2026-02-03,EXP013,49.1,41.8,70625,96.3,80.9
2026-02-03,EXP014,70.5,77.3,94451,96.8,29.2
2026-02-03,EXP015,57.7,44.6,33009,85.4,22.7
2026-02-03,EXP016,56.1,77.5,101041,77.0,56.8
2026-02-03,EXP017,74.8,55.4,81422,86.2,63.0
2026-02-03,EXP018,71.6,59.7,139558,65.4,38.4
2026-02-03,EXP019,81.4,23.3,55333,82.8,37.2
2026-02-03,EXP020,68.1,23.1,63766,77.5,8.9
2026-02-03,EXP021,77.9,44.3,31012,69.2,79.4
2026-02-03,EXP022,75.5,29.5,58049,75.3,14.6
2026-02-03,EXP023,51.4,39.3,93155,81.0,67.3
2026-02-03,EXP024,44.1,67.4,145428,64.1,82.4
2026-02-03,EXP025,65.7,52.2,135649,77.3,58.6
2026-02-03,EXP026,61.6,24.2,159148,68.6,59.8
2026-02-03,EXP027,46.6,32.8,150372,85.5,55.6
2026-02-03,EXP028,85.3,23.3,118390,78.3,46.2
2026-02-03,EXP029,70.2,55.3,23373,74.5,43.6
2026-02-03,EXP030,65.9,54.8,87595,88.6,54.7
2026-02-03,EXP031,43.5,55.4,45946,87.2,55.4
2026-02-03,EXP032,49.1,40.8,147687,90.0,59.4
2026-02-04,EXP001,68.1,51.6,168453,82.4,49.0
2026-02-04,EXP002,72.1,33.0,10944,93.2,40.2
2026-02-04,EXP003,45.9,66.4,45014,93.8,59.5
2026-02-04,EXP004,65.1,27.7,12318,76.8,35.9
2026-02-04,EXP005,50.8,41.4,158346,74.0,33.3
2026-02-04,EXP006,47.2,68.3,110880,72.0,10.4
2026-02-04,EXP007,73.4,33.8,164115,85.6,21.8
2026-02-04,EXP008,91.6,46.0,68845,76.6,45.9
2026-02-04,EXP009,59.0,31.8,171783,72.9,64.6
2026-02-04,EXP010,86.4,24.6,113271,67.2,32.4
2026-02-04,EXP011,84.5,45.8,134198,78.8,37.7
2026-02-04,EXP012,53.8,53.1,171278,96.1,16.5
2026-02-04,EXP013,68.5,27.3,139121,85.5,11.1
2026-02-04,EXP014,89.0,31.4,115368,78.9,79.5
2026-02-04,EXP015,89.3,31.9,143208,76.9,65.7
2026-02-04,EXP016,45.0,40.1,78875,62.5,19.4
2026-02-04,EXP017,73.0,46.8,105800,65.0,85.8
2026-02-04,EXP018,77.1,61.3,28233,64.6,23.2
2026-02-04,EXP019,52.2,69.9,98510,75.5,56.6
2026-02-04,EXP020,90.2,81.6,77245,90.5,54.2
2026-02-04,EXP021,54.4,35.0,167017,70.5,67.4
2026-02-04,EXP022,47.0,53.6,18638,69.3,72.3
2026-02-04,EXP023,90.2,40.1,42354,67.0,88.8
2026-02-04,EXP024,44.7,80.3,61782,86.4,56.9
2026-02-04,EXP025,47.9,50.9,117069,96.7,34.8
2026-02-04,EXP026,45.4,29.3,47911,85.9,82.3
2026-02-04,EXP027,91.9,70.1,66851,81.7,43.8
2026-02-04,EXP028,49.7,52.3,52200,88.9,28.1
2026-02-04,EXP029,74.8,73.1,39284,92.8,49.3
2026-02-04,EXP030,59.7,32.3,112547,70.2,47.3
2026-02-04,EXP031,75.8,64.6,23442,82.2,10.6
2026-02-04,EXP032,75.8,23.5,127429,91.6,26.0
2026-02-05,EXP001,66.1,22.0,161374,67.9,30.2
2026-02-05,EXP002,50.7,56.5,63493,62.2,65.5
2026-02-05,EXP003,46.9,42.8,57940,97.9,49.5
2026-02-05,EXP004,66.4,43.2,65011,63.1,43.9
2026-02-05,EXP005,84.3,52.5,76339,81.8,54.4
2026-02-05,EXP006,81.8,72.3,2712,79.3,71.3
2026-02-05,EXP007,83.9,44.4,101136,67.2,32.8
2026-02-05,EXP008,81.4,35.0,51678,73.2,77.3
2026-02-05,EXP009,95.1,72.9,70362,73.9,45.0
2026-02-05,EXP010,60.4,33.8,47322,84.3,76.0
2026-02-05,EXP011,59.7,53.6,125433,86.3,40.2
2026-02-05,EXP012,76.2,22.7,64641,76.9,15.2
2026-02-05,EXP013,74.5,63.1,68013,87.5,70.2
2026-02-05,EXP014,80.0,71.4,26933,82.5,48.5
2026-02-05,EXP015,90.9,36.0,76909,71.8,91.9
2026-02-05,EXP016,88.7,48.0,69663,98.1,44.7
2026-02-05,EXP017,67.5,55.4,62005,83.7,86.6
2026-02-05,EXP018,70.3,40.4,69474,78.2,49.2
2026-02-05,EXP019,83.2,74.3,167473,71.1,85.1
2026-02-05,EXP020,49.7,39.4,107676,84.6,45.0
2026-02-05,EXP021,57.6,79.8,49231,67.5,49.0
2026-02-05,EXP022,48.8,23.5,129724,72.9,49.9
2026-02-05,EXP023,56.6,44.2,3504,98.1,48.2
2026-02-05,EXP024,72.6,32.6,77779,86.7,77.4
2026-02-05,EXP025,77.2,20.6,136098,74.5,37.2
2026-02-05,EXP026,46.0,59.7,22054,76.1,9.4
2026-02-05,EXP027,94.1,26.2,93459,83.2,74.8
2026-02-05,EXP028,74.7,43.2,106991,84.3,60.6
2026-02-05,EXP029,53.8,29.9,133920,90.9,73.9
2026-02-05,EXP030,73.8,46.3,3378,72.7,24.7
2026-02-05,EXP031,55.6,59.4,140615,87.9,8.9
2026-02-05,EXP032,61.0,20.3,15607,96.9,8.4
2026-02-06,EXP001,74.0,47.3,86768,66.2,16.6
2026-02-06,EXP002,77.8,39.6,90429,81.5,52.9
2026-02-06,EXP003,58.8,27.7,174848,98.9,90.5
2026-02-06,EXP004,64.0,20.6,67520,69.5,77.1
2026-02-06,EXP005,82.7,34.2,99933,73.9,14.3
2026-02-06,EXP006,46.5,71.8,149158,83.5,11.6
2026-02-06,EXP007,48.5,52.1,55404,88.9,12.3
2026-02-06,EXP008,89.3,70.7,42154,73.2,40.1
2026-02-06,EXP009,66.6,59.4,132020,93.8,61.7
2026-02-06,EXP010,77.3,50.4,66172,85.3,56.1
2026-02-06,EXP011,42.4,42.0,21175,81.9,46.9
2026-02-06,EXP012,40.9,72.1,116374,75.9,57.7
2026-02-06,EXP013,45.0,78.9,110607,82.1,46.6
2026-02-06,EXP014,42.2,67.8,48206,75.4,75.4
2026-02-06,EXP015,77.2,48.2,158630,81.0,17.3
2026-02-06,EXP016,60.4,56.5,160027,98.0,80.8
2026-02-06,EXP017,48.8,64.9,81904,80.6,69.2
2026-02-06,EXP018,79.4,42.9,99742,84.5,56.3
2026-02-06,EXP019,69.2,40.1,164902,92.9,72.4
2026-02-06,EXP020,49.5,58.8,154068,63.9,59.0
2026-02-06,EXP021,57.0,47.5,148139,88.1,62.9
2026-02-06,EXP022,70.5,46.5,23784,89.7,56.2
2026-02-06,EXP023,42.6,38.2,134012,91.1,28.3
2026-02-06,EXP024,70.3,71.4,153525,72.1,53.3
2026-02-06,EXP025,40.9,74.1,162903,92.0,88.8
2026-02-06,EXP026,85.5,76.1,121684,65.0,13.9
2026-02-06,EXP027,70.7,58.9,19890,95.5,77.1
2026-02-06,EXP028,84.0,59.7,166075,80.5,59.3
2026-02-06,EXP029,59.6,51.5,63990,75.2,30.3
2026-02-06,EXP030,95.2,45.3,40039,85.0,75.9
2026-02-06,EXP031,75.0,29.8,149613,79.6,10.0
2026-02-06,EXP032,79.7,37.0,13858,80.8,59.9
2026-02-07,EXP001,79.1,67.2,34553,84.0,18.2
2026-02-07,EXP002,64.8,21.0,10753,62.5,74.6
2026-02-07,EXP003,89.2,30.8,7496,89.2,57.6
2026-02-07,EXP004,89.6,26.0,155516,72.5,71.6
2026-02-07,EXP005,47.7,66.9,73116,77.5,11.6
2026-02-07,EXP006,44.8,81.2,113685,81.6,83.3
2026-02-07,EXP007,94.8,57.5,174854,78.2,22.2
2026-02-07,EXP008,49.7,56.5,158692,79.4,56.7
2026-02-07,EXP009,40.2,75.5,155079,69.8,78.9
2026-02-07,EXP010,56.8,43.6,162568,75.7,41.3
2026-02-07,EXP011,64.8,66.7,56297,86.6,19.2
2026-02-07,EXP012,94.4,60.2,43358,90.8,25.4
2026-02-07,EXP013,78.2,55.8,133221,84.1,20.6
2026-02-07,EXP014,90.9,77.9,87025,86.0,70.0
2026-02-07,EXP015,77.8,25.9,174343,62.7,60.1
2026-02-07,EXP016,40.8,29.0,60420,79.3,71.6
2026-02-07,EXP017,85.4,63.9,126869,75.6,92.5
2026-02-07,EXP018,95.1,69.2,33982,94.6,34.4
2026-02-07,EXP019,46.2,76.5,17836,84.1,34.0
2026-02-07,EXP020,78.3,78.5,55756,70.1,19.7
2026-02-07,EXP021,58.1,75.6,114234,65.9,52.7
2026-02-07,EXP022,77.7,75.3,147879,91.7,13.3
2026-02-07,EXP023,71.0,68.0,139339,76.8,27.5
2026-02-07,EXP024,48.0,73.4,132755,96.5,19.1
2026-02-07,EXP025,44.5,49.9,83760,71.5,52.5
2026-02-07,EXP026,64.7,25.0,32391,92.9,17.4
2026-02-07,EXP027,40.4,28.7,93197,62.6,88.1
2026-02-07,EXP028,83.1,34.8,39699,75.4,86.3
2026-02-07,EXP029,96.0,67.3,65215,87.7,36.8
2026-02-07,EXP030,59.4,40.5,18059,82.8,60.2
2026-02-07,EXP031,73.1,55.7,130037,91.2,17.8
2026-02-07,EXP032,78.1,26.3,120850,83.5,58.3
2026-02-08,EXP001,90.9,26.1,97354,98.9,13.8
2026-02-08,EXP002,53.6,55.7,168352,97.7,80.7
2026-02-08,EXP003,62.2,43.7,58001,92.1,63.7
2026-02-08,EXP004,60.3,25.5,131801,86.7,67.0
2026-02-08,EXP005,72.6,65.8,59085,62.1,49.8
2026-02-08,EXP006,44.7,23.1,101146,76.1,93.6
2026-02-08,EXP007,57.0,58.6,155477,76.7,40.2
2026-02-08,EXP008,76.3,59.6,56943,67.5,30.4
2026-02-08,EXP009,75.9,55.3,27165,75.9,73.4
2026-02-08,EXP010,76.8,29.9,147939,75.0,21.0
2026-02-08,EXP011,47.9,71.9,57028,96.4,27.5
2026-02-08,EXP012,72.9,25.4,9004,64.2,32.1
2026-02-08,EXP013,56.0,26.3,134776,69.7,19.8
2026-02-08,EXP014,65.7,36.1,86411,92.6,56.2
2026-02-08,EXP015,81.1,78.6,64280,70.6,53.1
2026-02-08,EXP016,94.0,62.1,144324,87.1,43.1
2026-02-08,EXP017,43.4,45.5,160979,96.2,12.4
2026-02-08,EXP018,70.3,74.1,38818,78.7,22.9
2026-02-08,EXP019,78.9,26.2,24067,92.4,51.5
2026-02-08,EXP020,65.9,61.4,12010,71.6,39.7
2026-02-08,EXP021,46.4,73.7,163613,62.1,38.2
2026-02-08,EXP022,68.5,33.1,31650,93.2,86.6
2026-02-08,EXP023,95.6,52.6,139007,88.7,45.5
2026-02-08,EXP024,83.0,79.1,89235,75.8,48.1
2026-02-08,EXP025,75.2,70.5,47447,72.5,61.4
2026-02-08,EXP026,42.7,24.2,124443,66.6,34.2
2026-02-08,EXP027,78.5,56.7,151786,88.3,82.2
2026-02-08,EXP028,46.6,81.0,157839,86.1,92.1
2026-02-08,EXP029,62.8,58.0,159519,94.4,73.7
2026-02-08,EXP030,73.9,44.3,114549,65.2,37.0
2026-02-08,EXP031,59.9,59.3,142545,66.9,80.8
2026-02-08,EXP032,42.2,73.3,132283,62.6,48.7
2026-02-09,EXP001,84.5,59.1,24105,95.7,37.3
2026-02-09,EXP002,48.3,29.3,119589,90.5,71.2
2026-02-09,EXP003,43.2,39.4,160033,87.2,29.9
2026-02-09,EXP004,58.7,71.8,159111,89.7,34.1
2026-02-09,EXP005,62.9,28.2,167039,88.3,36.5
2026-02-09,EXP006,46.5,37.8,91770,74.5,92.8
2026-02-09,EXP007,92.3,50.3,107320,91.5,45.0
2026-02-09,EXP008,70.1,62.7,142188,96.9,75.5
2026-02-09,EXP009,60.1,30.4,71613,64.3,33.6
2026-02-09,EXP010,93.4,73.5,171997,80.7,77.4
2026-02-09,EXP011,81.5,76.6,133754,82.6,79.1
2026-02-09,EXP012,61.7,60.8,103653,69.2,80.1
2026-02-09,EXP013,92.0,74.2,73599,87.4,19.8
2026-02-09,EXP014,90.3,63.7,24566,97.2,85.9
2026-02-09,EXP015,90.7,34.1,96125,68.9,45.3
2026-02-09,EXP016,43.4,74.9,62655,83.8,17.2
2026-02-09,EXP017,91.1,70.0,151018,66.2,83.9
2026-02-09,EXP018,88.3,28.8,12955,77.0,25.0
2026-02-09,EXP019,92.8,23.7,159344,85.0,14.1
2026-02-09,EXP020,51.3,56.5,62430,74.3,77.5
2026-02-09,EXP021,43.1,33.8,38782,80.8,30.3
2026-02-09,EXP022,73.7,60.7,19319,76.5,82.5
2026-02-09,EXP023,56.8,32.0,146988,89.4,83.2
2026-02-09,EXP024,40.1,44.6,153562,83.6,80.5
2026-02-09,EXP025,58.2,46.2,118852,69.4,88.7
2026-02-09,EXP026,68.9,52.8,67192,92.1,85.3
2026-02-09,EXP027,93.5,28.4,145021,66.7,56.3
2026-02-09,EXP028,86.5,55.7,11403,74.7,87.7
2026-02-09,EXP029,91.8,55.5,155033,96.6,68.5
2026-02-09,EXP030,83.0,70.0,22203,92.4,8.1
2026-02-09,EXP031,60.0,52.7,55652,83.0,33.6
2026-02-09,EXP032,52.9,24.2,160486,78.0,72.8
2026-02-10,EXP001,57.0,58.5,86044,67.0,91.9
2026-02-10,EXP002,71.5,29.8,18911,88.2,9.5
2026-02-10,EXP003,70.0,34.6,171619,85.0,28.7
2026-02-10,EXP004,52.7,55.4,67311,97.1,47.7
2026-02-10,EXP005,71.6,33.7,32587,85.2,42.3
2026-02-10,EXP006,82.9,49.8,14372,89.4,30.6
2026-02-10,EXP007,64.6,24.7,34886,96.0,16.7
2026-02-10,EXP008,55.7,26.5,10543,88.9,87.3
2026-02-10,EXP009,40.8,68.7,8261,87.0,46.4
2026-02-10,EXP010,53.4,37.7,29934,67.2,41.4
2026-02-10,EXP011,88.4,50.0,161415,65.6,31.8
2026-02-10,EXP012,59.4,67.2,171379,86.5,60.1
2026-02-10,EXP013,84.1,24.6,40626,72.9,29.4
2026-02-10,EXP014,69.2,34.9,88074,88.2,67.6
2026-02-10,EXP015,68.7,58.1,172223,80.0,44.0
2026-02-10,EXP016,87.7,57.3,129359,97.2,11.8
2026-02-10,EXP017,82.4,78.6,66478,65.2,15.2
2026-02-10,EXP018,83.0,45.0,106781,88.5,93.7
2026-02-10,EXP019,42.6,60.8,77374,97.1,48.9
2026-02-10,EXP020,71.4,75.1,86947,84.6,22.7
2026-02-10,EXP021,49.3,30.3,47851,69.0,30.0
2026-02-10,EXP022,43.9,21.0,57290,66.3,50.8
2026-02-10,EXP023,50.3,43.4,71716,81.2,56.9
2026-02-10,EXP024,75.3,28.0,166767,92.4,9.7
2026-02-10,EXP025,80.3,47.1,105767,62.5,33.7
2026-02-10,EXP026,71.1,75.7,41472,68.1,26.4
2026-02-10,EXP027,50.5,28.1,133222,89.0,30.5
2026-02-10,EXP028,60.4,57.7,57430,96.4,58.7
2026-02-10,EXP029,42.6,81.1,165695,94.0,68.5
2026-02-10,EXP030,91.1,69.8,161694,63.0,89.3
2026-02-10,EXP031,57.3,76.2,65327,89.6,13.2
2026-02-10,EXP032,62.7,43.6,114822,69.9,81.8
2026-02-11,EXP001,83.4,45.2,37513,86.6,63.7
2026-02-11,EXP002,52.0,37.7,99246,97.3,81.0
2026-02-11,EXP003,41.7,27.6,148345,89.5,26.8
2026-02-11,EXP004,63.5,77.2,46199,87.9,27.6
2026-02-11,EXP005,75.8,58.4,30144,72.8,42.1
2026-02-11,EXP006,51.0,77.4,92745,64.8,13.9
2026-02-11,EXP007,49.0,33.0,10335,66.1,22.8
2026-02-11,EXP008,68.7,75.2,7750,85.7,86.1
2026-02-11,EXP009,59.8,25.7,165856,74.4,38.5
2026-02-11,EXP010,61.7,81.6,28422,97.8,8.6
2026-02-11,EXP011,48.2,36.2,125911,77.8,24.7
2026-02-11,EXP012,90.4,62.5,156387,79.1,9.3
2026-02-11,EXP013,49.8,64.1,86196,71.2,91.1
2026-02-11,EXP014,79.0,73.0,152299,78.0,23.6
2026-02-11,EXP015,48.2,34.3,2770,73.7,14.9
2026-02-11,EXP016,73.3,69.9,109013,72.5,40.9
2026-02-11,EXP017,61.3,78.9,52757,69.2,85.4
2026-02-11,EXP018,62.4,65.1,29565,71.4,73.6
2026-02-11,EXP019,79.4,49.1,149018,83.1,90.9
2026-02-11,EXP020,47.9,28.8,152224,72.7,40.5
2026-02-11,EXP021,46.1,33.9,25337,64.1,29.3
2026-02-11,EXP022,74.6,56.9,40547,92.2,26.3
2026-02-11,EXP023,46.2,58.8,62477,69.4,56.2
2026-02-11,EXP024,76.3,64.8,26708,84.4,25.8
2026-02-11,EXP025,54.5,55.1,78492,78.2,65.7
2026-02-11,EXP026,79.6,43.1,46794,92.8,64.0
2026-02-11,EXP027,83.6,28.6,114464,73.4,47.5
2026-02-11,EXP028,75.0,54.8,160290,77.5,50.9
2026-02-11,EXP029,62.7,21.5,91647,84.4,68.6
2026-02-11,EXP030,51.1,59.1,122877,84.5,80.7
2026-02-11,EXP031,50.3,74.1,2198,95.0,29.0
2026-02-11,EXP032,63.5,56.9,48084,80.9,23.2
2026-02-12,EXP001,92.4,44.9,155165,88.1,66.0
2026-02-12,EXP002,49.1,49.9,152403,82.9,90.7
2026-02-12,EXP003,54.0,60.1,170149,98.4,56.4
2026-02-12,EXP004,53.9,76.5,125901,78.7,83.3
2026-02-12,EXP005,88.5,36.7,60528,87.9,87.5
